neighbourhood_group,latitude,longitude,room_type,availability_365,minimum_nights,number_of_reviews,price
2,40.76241,-73.96134,0,0,5,1,150
1,40.72865,-73.95937,0,0,5,17,120
1,40.71766,-73.94937,1,0,2,7,60
3,40.66799,-73.90781,1,84,1,2,90
1,40.71719,-73.95427,0,0,2,4,109
2,40.74155,-73.98235,1,3,1,70,70
2,40.73073,-73.98601,0,7,3,27,145
2,40.71844,-73.99669,1,0,1,1,200
2,40.72035,-73.98542,0,0,4,1,225
2,40.78025,-73.97585,0,0,28,5,200
3,40.75612,-73.90781,1,252,1,9,49
1,40.68818,-73.91519,1,365,3,2,75
2,40.7497,-73.99515,1,292,1,70,85
1,40.70223,-73.98971,0,0,2,1,145
2,40.80489,-73.95739,0,2,1,21,150
1,40.67592,-73.94792,0,0,2,3,100
3,40.74622,-73.94055,0,0,4,2,100
1,40.69059,-73.91805,1,0,2,35,49
2,40.77196,-73.95454,0,0,2,1,269
1,40.69657,-73.94235,1,12,5,62,50
2,40.76369,-73.96122,0,364,28,1,200
2,40.80489,-73.94829,0,195,28,5,105
1,40.69242,-73.90781,1,141,28,5,60
2,40.80489,-73.94713,0,1,3,33,175
0,40.80489,-73.92682,0,283,2,70,114
1,40.66799,-73.90781,0,0,2,1,62
2,40.74703,-73.98738,0,327,4,48,160
1,40.70907,-73.9495,1,0,2,1,184
2,40.76565,-73.98554,2,188,2,37,269
2,40.73352,-73.98777,1,0,1,39,103
2,40.76767,-73.95609,0,0,2,7,225
2,40.76719,-73.96973,0,0,4,1,269
2,40.80489,-73.95338,0,0,3,3,249
1,40.66799,-73.90781,0,151,2,27,75
2,40.74689,-73.9781,0,0,2,1,175
1,40.71227,-73.93618,1,88,2,11,58
2,40.72077,-73.98923,0,0,5,8,250
2,40.71601,-73.99056,0,0,5,4,110
1,40.72468,-73.9523,0,0,3,1,150
1,40.68994,-73.95908,1,0,3,1,60
1,40.66799,-73.91606,0,305,3,65,65
0,40.80489,-73.91125,1,90,3,1,60
1,40.66799,-73.9482,1,0,1,27,80
1,40.6847,-73.92904,1,34,1,4,49
1,40.69147,-73.95572,0,0,3,17,150
2,40.78858,-73.97462,0,0,3,34,170
3,40.7081,-73.90781,0,225,1,29,70
1,40.66799,-73.90781,1,37,4,8,65
4,40.66799,-73.99669,1,355,2,4,55
2,40.72036,-73.99633,0,295,4,70,269
2,40.71018,-73.99669,0,0,2,1,215
1,40.67664,-73.91163,0,253,3,36,90
3,40.68021,-73.90781,0,170,1,45,110
1,40.66799,-73.99669,1,0,3,1,49
2,40.80489,-73.94549,0,41,1,70,95
1,40.66799,-73.94643,1,52,1,45,49
3,40.71711,-73.90781,1,93,1,34,70
2,40.76254,-73.98812,1,24,3,54,150
1,40.71873,-73.95535,0,12,2,18,80
2,40.74484,-73.9789,0,0,1,12,160
1,40.67831,-73.99669,0,0,6,1,90
1,40.7008,-73.99385,0,96,1,39,196
1,40.68903,-73.93192,1,0,1,8,62
1,40.68,-73.90781,1,326,2,70,49
2,40.70507,-73.99669,1,0,2,3,143
2,40.7661,-73.98843,0,0,2,3,120
1,40.68111,-73.97994,0,12,3,7,129
1,40.69881,-73.91278,1,0,1,3,49
3,40.70341,-73.90781,1,231,2,39,49
2,40.74819,-73.97642,0,26,2,61,150
2,40.7251,-73.99669,0,0,2,5,250
2,40.72052,-73.98347,1,0,2,1,70
1,40.69471,-73.96633,1,89,21,15,100
3,40.70707,-73.91455,1,0,28,6,49
2,40.7141,-73.99157,0,15,2,34,110
2,40.76667,-73.9587,0,158,2,41,200
2,40.74379,-73.99669,0,253,2,8,250
1,40.71218,-73.96268,1,0,2,2,60
1,40.6739,-73.9535,1,0,2,2,60
4,40.66799,-73.99669,0,319,1,70,125
3,40.77511,-73.91992,0,46,1,70,85
1,40.71167,-73.95785,0,0,3,2,140
2,40.80489,-73.9516,1,160,1,27,67
0,40.80489,-73.90781,0,0,1,1,50
2,40.76391,-73.98238,1,0,3,1,269
1,40.71152,-73.95787,1,307,2,6,75
3,40.7088,-73.91387,0,230,3,54,140
1,40.71341,-73.96556,0,10,3,32,165
2,40.72986,-73.99669,1,0,2,3,100
1,40.71549,-73.94973,0,332,28,2,100
3,40.7539,-73.93419,1,285,1,64,55
1,40.7163,-73.95087,0,323,28,4,100
3,40.75766,-73.92738,0,0,4,11,108
1,40.6985,-73.93384,2,365,2,13,49
1,40.66799,-73.95804,1,0,7,1,49
1,40.69095,-73.95338,0,189,7,2,100
1,40.70393,-73.92377,0,34,2,62,95
2,40.73625,-73.98597,0,29,2,20,140
1,40.73279,-73.95426,0,0,6,5,110
3,40.75331,-73.93907,0,221,4,65,269
1,40.6697,-73.90781,0,64,1,56,70
3,40.76573,-73.90781,1,171,1,12,85
1,40.66799,-73.95991,0,5,2,70,55
2,40.76163,-73.98023,1,8,2,7,269
1,40.71564,-73.95821,1,0,2,1,120
1,40.72552,-73.95108,2,0,7,1,49
3,40.7574,-73.93011,0,83,3,54,125
2,40.72394,-73.99656,1,0,3,2,80
2,40.74607,-73.98547,0,0,2,1,269
2,40.80489,-73.93306,0,0,2,12,99
3,40.7647,-73.93914,1,360,1,63,71
1,40.66799,-73.91145,0,4,2,41,95
3,40.76129,-73.92009,0,126,1,56,123
1,40.68709,-73.94147,0,248,2,70,80
3,40.74763,-73.90781,0,168,2,46,95
0,40.80489,-73.90875,0,0,2,19,110
3,40.76654,-73.93508,0,0,6,1,90
1,40.69119,-73.94339,0,0,3,1,100
2,40.80489,-73.942,1,56,1,3,75
1,40.66799,-73.93736,1,66,2,16,150
2,40.72834,-73.97907,0,119,28,1,269
1,40.66799,-73.99669,1,0,7,3,55
1,40.66799,-73.95958,0,0,5,1,120
2,40.73054,-73.99669,0,0,3,14,165
1,40.66799,-73.95427,0,0,2,10,150
3,40.74403,-73.90781,1,257,6,50,58
1,40.71547,-73.94346,0,160,10,1,150
1,40.66993,-73.98137,1,6,3,22,60
1,40.71807,-73.9545,0,0,28,3,250
2,40.77845,-73.98198,0,7,4,16,269
2,40.80489,-73.95781,1,0,3,1,75
1,40.71259,-73.94189,0,11,4,11,125
3,40.66799,-73.90781,1,26,1,70,80
4,40.66799,-73.99669,1,315,4,26,49
1,40.66799,-73.97128,0,0,1,1,49
2,40.80169,-73.95154,1,39,3,33,80
2,40.80489,-73.9366,1,28,1,67,69
2,40.7237,-73.99454,0,1,5,7,200
2,40.77538,-73.97743,0,80,1,11,269
2,40.79741,-73.9697,1,63,2,27,150
1,40.6717,-73.91745,1,174,2,35,50
1,40.6777,-73.94251,1,0,28,3,49
1,40.69169,-73.95893,1,0,1,1,49
2,40.74567,-73.97578,2,14,3,17,150
2,40.75744,-73.99438,0,120,2,21,230
1,40.712,-73.95766,1,117,4,11,90
2,40.72728,-73.98865,1,27,14,13,75
1,40.67929,-73.90781,1,74,1,23,89
3,40.68146,-73.90781,0,51,4,38,150
1,40.68814,-73.97108,0,0,2,1,200
3,40.77219,-73.90781,1,60,2,70,65
1,40.67254,-73.95541,1,0,1,9,94
1,40.6906,-73.93398,0,0,7,1,95
1,40.69723,-73.92244,0,352,2,44,159
1,40.681,-73.92894,0,0,4,3,150
1,40.69809,-73.92244,0,357,2,51,159
2,40.80489,-73.94218,1,0,2,1,80
2,40.71932,-73.99522,0,61,28,1,190
2,40.79697,-73.93757,1,0,4,1,70
1,40.68631,-73.99669,1,0,7,33,59
2,40.7192,-73.9965,0,328,28,4,190
1,40.69258,-73.94063,0,0,3,4,200
3,40.7674,-73.92656,1,349,1,70,69
1,40.71078,-73.94666,1,0,1,1,70
2,40.72856,-73.99669,0,0,3,8,170
2,40.76132,-73.99298,0,4,28,2,133
1,40.70883,-73.94242,1,0,1,21,60
1,40.68549,-73.9387,1,4,2,15,50
3,40.69659,-73.90781,0,283,2,54,90
1,40.67497,-73.97913,0,219,5,41,235
2,40.77316,-73.96237,2,0,1,7,59
1,40.7255,-73.94428,0,1,2,13,100
1,40.68741,-73.91138,1,175,1,19,51
3,40.73858,-73.90781,1,364,2,4,65
1,40.71846,-73.94489,1,0,3,6,95
3,40.68918,-73.90781,1,363,7,1,50
2,40.7614,-73.98682,2,0,3,9,68
1,40.66799,-73.99669,1,0,3,3,49
2,40.80489,-73.91971,0,19,4,15,110
1,40.71075,-73.95935,1,0,1,1,70
1,40.66799,-73.96293,1,310,2,13,65
2,40.78737,-73.97293,0,110,3,70,145
2,40.76914,-73.98757,1,95,2,61,125
1,40.67023,-73.98311,0,2,1,48,250
2,40.74128,-73.98069,0,66,2,70,269
1,40.6777,-73.92176,1,0,7,1,49
2,40.76945,-73.98798,1,74,2,48,125
3,40.76168,-73.91976,1,0,3,2,55
1,40.68315,-73.91283,1,0,1,1,49
1,40.68081,-73.97865,1,0,1,1,65
1,40.67502,-73.96447,1,66,3,38,75
3,40.76876,-73.90781,1,336,1,70,65
1,40.66799,-73.91369,0,224,2,70,84
2,40.78704,-73.94209,1,0,1,20,90
1,40.66799,-73.98298,0,0,2,2,150
2,40.79474,-73.94932,0,65,1,70,185
1,40.68594,-73.94967,1,0,5,10,49
2,40.79281,-73.95192,1,0,1,70,85
3,40.76219,-73.9237,1,0,1,2,60
2,40.77736,-73.95156,0,325,28,2,200
2,40.77768,-73.94998,0,324,28,2,160
1,40.68471,-73.93885,1,10,2,12,50
1,40.71209,-73.9634,0,9,4,17,107
2,40.72549,-73.99198,2,0,2,1,120
1,40.68969,-73.95195,0,48,2,21,150
1,40.70443,-73.93039,1,249,2,70,65
1,40.6723,-73.99214,1,0,7,1,49
1,40.70361,-73.9255,1,0,1,2,52
1,40.71432,-73.9497,0,182,3,57,269
1,40.71829,-73.95926,0,257,2,64,219
2,40.78988,-73.94956,1,8,4,31,130
2,40.72052,-73.97806,0,0,28,1,157
2,40.70812,-73.99669,1,0,11,1,100
3,40.75456,-73.90781,1,39,1,37,49
3,40.77046,-73.90781,1,351,1,70,60
1,40.7151,-73.95129,0,233,28,6,100
1,40.70312,-73.91933,1,0,7,1,49
1,40.67794,-73.90781,1,235,1,70,49
2,40.74791,-73.97939,0,0,3,1,269
1,40.72174,-73.95807,1,2,3,1,125
2,40.79307,-73.97449,0,0,1,2,118
2,40.78544,-73.97869,0,0,3,15,116
2,40.80489,-73.95453,1,95,11,70,55
3,40.76498,-73.90781,1,78,1,34,55
3,40.76519,-73.90781,1,85,1,5,85
3,40.7762,-73.90781,1,0,1,1,49
2,40.72625,-73.98404,1,97,1,10,80
3,40.70269,-73.90781,0,44,2,30,49
1,40.70632,-73.94978,0,0,3,1,102
0,40.80489,-73.90781,0,148,3,50,75
1,40.71372,-73.95149,1,0,2,5,69
2,40.80489,-73.9473,1,0,1,1,59
2,40.75219,-73.9838,1,311,2,1,269
1,40.67889,-73.987,1,29,1,59,70
2,40.72552,-73.98165,1,0,4,1,90
2,40.80489,-73.93245,1,2,4,67,49
2,40.80489,-73.93796,1,0,1,8,50
1,40.67807,-73.96446,0,0,5,1,100
2,40.80489,-73.93684,0,47,1,70,80
1,40.67452,-73.9554,1,0,1,1,120
1,40.69104,-73.91685,1,0,1,44,75
1,40.67653,-73.90814,1,243,1,70,49
3,40.76818,-73.9278,1,343,1,70,49
2,40.74172,-73.98343,0,238,4,63,269
0,40.80489,-73.90781,1,283,2,10,50
2,40.7582,-73.97843,0,340,28,1,210
1,40.70316,-73.91304,1,0,2,1,120
1,40.67411,-73.96532,1,63,1,55,62
1,40.68207,-73.92208,1,0,5,1,49
0,40.80489,-73.92263,1,0,1,9,54
3,40.6776,-73.90781,1,83,3,1,75
1,40.67593,-73.95366,0,44,2,18,66
1,40.70253,-73.92362,1,0,2,1,49
1,40.70239,-73.92931,1,52,1,35,65
1,40.69129,-73.95983,1,189,3,12,70
2,40.72632,-73.9928,0,0,10,1,249
3,40.68054,-73.90781,0,164,1,70,128
1,40.67133,-73.94526,0,0,2,8,128
1,40.68344,-73.95329,1,0,2,2,50
2,40.78743,-73.95179,0,0,4,70,150
1,40.71387,-73.94378,1,0,3,1,75
1,40.70113,-73.92205,1,0,3,1,60
2,40.72179,-73.97904,1,0,2,1,80
3,40.74485,-73.90781,1,332,1,22,49
2,40.80489,-73.94998,1,0,15,18,60
3,40.7479,-73.91742,0,0,2,2,125
2,40.73801,-73.98099,1,0,3,2,75
4,40.66799,-73.99669,1,176,3,13,49
2,40.78901,-73.98057,0,12,5,12,199
1,40.66799,-73.99669,1,179,1,3,100
2,40.72736,-73.98907,0,89,4,1,269
2,40.80489,-73.92422,1,0,2,3,49
1,40.67577,-73.95751,0,0,3,3,70
1,40.69374,-73.95641,0,309,4,22,265
2,40.78481,-73.97648,2,88,1,70,60
2,40.71136,-73.98808,2,308,28,1,49
2,40.71021,-73.98863,2,341,28,1,49
2,40.78617,-73.97663,2,81,1,67,60
2,40.71165,-73.98708,2,201,28,2,49
1,40.71675,-73.95614,0,0,3,2,219
2,40.80489,-73.95102,1,65,2,33,80
3,40.76549,-73.91735,0,0,3,3,150
2,40.72112,-73.98493,1,0,5,5,80
3,40.75184,-73.90781,1,30,1,46,60
1,40.67271,-73.90781,1,364,28,1,55
1,40.69283,-73.94573,0,0,1,1,100
1,40.71346,-73.95733,0,0,2,3,125
1,40.70085,-73.91929,1,0,3,1,72
1,40.69059,-73.92837,1,94,2,30,64
1,40.66799,-73.97774,0,1,2,17,149
3,40.76014,-73.90781,0,5,2,42,99
2,40.80489,-73.94602,0,133,2,55,225
2,40.80489,-73.94625,0,147,2,70,265
2,40.76371,-73.99346,0,140,2,9,200
2,40.80431,-73.96615,0,0,12,1,80
2,40.80489,-73.9517,0,8,7,5,111
1,40.71223,-73.96025,0,0,4,5,150
2,40.80489,-73.93928,1,13,1,70,55
1,40.6963,-73.90874,1,0,3,2,85
2,40.71389,-73.98239,0,91,3,8,269
1,40.70426,-73.92551,1,8,8,7,60
1,40.66799,-73.99669,0,287,1,50,90
1,40.66799,-73.9637,1,0,3,1,70
1,40.71935,-73.96049,0,0,2,14,220
1,40.6994,-73.93367,0,240,1,70,120
2,40.78312,-73.95344,1,0,2,7,64
1,40.70358,-73.91515,1,0,3,1,49
1,40.66799,-73.90781,1,67,2,37,70
2,40.7244,-73.99669,1,69,3,31,169
2,40.80489,-73.94731,1,230,2,70,75
2,40.80489,-73.94029,0,125,2,70,139
1,40.711,-73.95701,0,0,2,1,269
1,40.72483,-73.9437,2,346,1,32,49
1,40.66799,-73.9927,1,0,5,1,49
3,40.74425,-73.90781,1,288,6,38,58
1,40.7074,-73.941,1,0,1,36,49
1,40.69309,-73.94662,1,0,1,7,60
1,40.6929,-73.91681,1,90,3,25,49
3,40.77109,-73.91117,1,55,15,3,55
1,40.69925,-73.98266,1,96,3,2,100
1,40.71681,-73.94912,0,0,4,5,99
2,40.80015,-73.95483,1,0,1,3,50
3,40.75819,-73.92687,1,90,28,1,49
3,40.66799,-73.90781,1,90,5,1,67
3,40.76918,-73.90781,1,352,1,70,55
1,40.68597,-73.95983,0,172,25,1,125
2,40.76959,-73.95601,0,9,2,1,190
1,40.71763,-73.96008,1,0,4,3,50
1,40.69094,-73.95144,1,65,3,5,80
2,40.78217,-73.94844,0,0,6,17,150
1,40.6886,-73.95906,0,0,2,1,99
1,40.69168,-73.91453,0,0,5,1,269
2,40.79907,-73.96962,0,177,6,4,225
1,40.67354,-73.95149,1,0,1,1,49
2,40.75976,-73.9955,0,0,2,26,140
1,40.68364,-73.95821,0,0,3,3,85
2,40.76291,-73.98976,1,68,1,70,105
1,40.66799,-73.90935,0,0,1,2,115
1,40.67286,-73.94758,1,0,6,1,49
1,40.69647,-73.97681,0,58,20,3,120
2,40.77976,-73.95409,1,0,2,16,100
2,40.7451,-73.98139,0,22,2,11,250
1,40.69168,-73.9132,2,281,28,5,49
1,40.72891,-73.95618,1,0,2,4,150
1,40.6951,-73.91157,2,365,28,5,49
1,40.69641,-73.90895,2,325,28,2,49
3,40.71825,-73.90781,2,125,1,68,60
2,40.80188,-73.95695,0,3,7,12,75
1,40.68558,-73.96965,0,0,5,1,150
1,40.71729,-73.95051,1,0,2,1,50
1,40.6864,-73.91858,1,5,10,6,50
1,40.67441,-73.97614,0,0,4,7,160
2,40.7827,-73.94537,0,0,5,1,125
2,40.75286,-73.99551,0,364,28,1,239
2,40.71537,-73.99119,0,188,4,32,250
1,40.68423,-73.9526,0,309,4,38,110
1,40.71035,-73.94774,1,59,3,43,95
2,40.72208,-73.99669,0,364,5,1,269
1,40.68615,-73.99669,0,14,3,11,160
1,40.66799,-73.9462,1,45,2,2,118
1,40.69871,-73.92877,1,17,1,70,70
1,40.70737,-73.93961,0,0,4,2,125
1,40.66799,-73.99669,1,0,3,1,55
1,40.68559,-73.99669,0,106,3,6,130
2,40.71079,-73.99669,1,339,28,1,80
2,40.76495,-73.98844,0,0,2,19,248
1,40.69812,-73.93151,1,6,4,6,49
1,40.7007,-73.99517,0,65,28,1,150
1,40.70981,-73.95343,0,0,3,28,175
1,40.70551,-73.93454,1,127,3,33,67
1,40.66799,-73.99669,1,363,3,1,80
3,40.69473,-73.90781,1,363,2,1,49
2,40.73014,-73.98152,0,10,3,8,180
1,40.67315,-73.94534,1,0,7,1,49
1,40.68717,-73.94557,0,0,3,12,98
1,40.67375,-73.90813,1,0,1,6,49
1,40.70509,-73.94228,0,0,3,1,100
2,40.74601,-73.97823,0,0,1,46,200
1,40.70231,-73.98938,0,0,2,1,125
1,40.69339,-73.98581,0,0,3,7,90
3,40.74457,-73.9194,0,0,21,1,82
1,40.67954,-73.948,0,0,4,5,100
2,40.74023,-73.99669,0,1,3,2,269
3,40.76848,-73.90781,1,340,2,42,49
2,40.7398,-73.98163,0,3,2,1,175
2,40.80489,-73.93992,0,0,3,1,200
2,40.79313,-73.93991,0,20,7,3,108
1,40.6891,-73.92168,0,0,5,4,80
1,40.71369,-73.93669,1,125,5,41,100
2,40.80489,-73.94049,0,0,1,2,89
1,40.66799,-73.92073,0,19,7,28,95
1,40.72747,-73.95462,0,0,3,1,95
1,40.66799,-73.93237,1,81,1,49,49
1,40.71522,-73.96313,0,15,3,2,200
1,40.7185,-73.94888,1,0,2,1,148
1,40.70017,-73.99202,1,0,1,4,120
2,40.74394,-73.99669,1,0,4,1,120
2,40.73247,-73.99669,1,0,3,11,130
2,40.76573,-73.98682,0,0,5,8,225
2,40.80489,-73.94457,0,166,3,23,125
2,40.7872,-73.97639,1,0,2,1,80
1,40.71827,-73.94381,1,0,3,1,90
1,40.73392,-73.95528,0,0,1,5,55
2,40.732,-73.98706,0,0,6,1,269
1,40.68542,-73.91741,0,0,7,1,175
1,40.70654,-73.93178,1,0,3,1,75
1,40.71359,-73.96553,1,17,1,5,80
2,40.71838,-73.99669,0,93,3,1,269
1,40.66799,-73.99669,0,0,2,1,269
1,40.66799,-73.99669,1,30,1,21,78
2,40.80489,-73.95939,0,0,2,11,100
1,40.67545,-73.97516,0,0,5,1,213
2,40.72389,-73.98346,1,0,5,5,141
3,40.76448,-73.92164,0,0,3,1,100
1,40.67764,-73.94493,0,357,3,38,175
2,40.73281,-73.9899,0,0,1,1,225
1,40.7347,-73.95479,0,0,4,1,87
1,40.6703,-73.93241,1,0,10,1,49
2,40.80489,-73.9457,0,0,6,4,78
2,40.73057,-73.99669,0,3,3,16,199
3,40.74549,-73.92465,1,0,5,1,50
1,40.66799,-73.96314,0,0,3,40,125
1,40.68245,-73.9471,1,23,1,8,100
1,40.66799,-73.90781,1,90,3,15,49
3,40.76498,-73.90781,1,82,1,17,78
2,40.80489,-73.93735,1,117,2,70,98
1,40.71892,-73.94932,1,0,1,1,120
1,40.68519,-73.92868,1,0,1,1,250
1,40.72207,-73.94226,1,43,1,70,70
1,40.6903,-73.96883,1,83,7,1,188
1,40.68461,-73.91101,1,0,1,2,75
1,40.71665,-73.94169,1,0,2,21,60
2,40.79503,-73.93953,1,0,3,2,63
2,40.79962,-73.95359,1,0,3,1,125
2,40.76226,-73.99519,0,147,7,1,175
2,40.76481,-73.98845,0,217,2,6,269
1,40.70622,-73.9495,1,28,2,4,95
2,40.77268,-73.98933,1,70,3,69,135
2,40.77559,-73.98748,1,45,3,70,126
3,40.74706,-73.91831,1,306,2,35,70
2,40.72639,-73.99052,1,0,2,1,150
1,40.71509,-73.96342,0,13,2,6,150
2,40.79069,-73.96614,0,0,3,1,269
2,40.77566,-73.95065,0,0,3,2,165
1,40.71759,-73.94549,1,0,2,9,69
2,40.80489,-73.94142,0,178,3,4,269
2,40.80489,-73.94562,1,49,2,66,49
1,40.72365,-73.95188,0,101,3,30,200
2,40.79772,-73.94809,1,0,3,1,75
1,40.66799,-73.99669,0,0,2,6,58
1,40.67034,-73.92777,0,45,2,31,90
2,40.80489,-73.94672,1,49,2,68,49
1,40.66799,-73.96909,0,167,2,27,95
1,40.67655,-73.97303,0,0,4,4,180
1,40.67433,-73.9248,1,0,4,11,54
2,40.74025,-73.99669,0,0,3,21,269
2,40.79951,-73.96436,0,176,1,37,175
2,40.76401,-73.95823,0,0,7,1,138
2,40.80489,-73.94187,0,0,3,5,110
3,40.75314,-73.90781,0,40,3,50,245
3,40.75963,-73.90781,0,214,28,1,95
1,40.70887,-73.95591,0,83,2,70,125
1,40.6818,-73.97552,1,0,1,13,49
1,40.71262,-73.94815,1,107,4,4,100
2,40.70362,-73.99669,0,0,2,4,195
2,40.80489,-73.93942,0,0,2,21,101
3,40.75949,-73.91143,1,0,1,19,49
0,40.80489,-73.90899,1,0,1,8,70
2,40.74727,-73.99669,0,0,7,1,185
1,40.70466,-73.92043,1,170,3,26,100
1,40.66799,-73.96411,0,7,3,13,100
1,40.7123,-73.95228,0,17,3,14,249
2,40.72411,-73.98872,0,0,5,4,99
1,40.73399,-73.95542,1,85,2,35,60
1,40.66911,-73.93666,0,87,4,1,269
1,40.66799,-73.93642,1,264,2,13,70
1,40.67668,-73.93997,1,85,1,19,60
2,40.71989,-73.99669,0,0,14,5,269
1,40.71273,-73.95026,1,0,1,8,130
1,40.66894,-73.93649,0,49,4,34,59
1,40.71504,-73.95394,1,42,3,30,60
2,40.71994,-73.99669,0,181,14,21,269
1,40.71091,-73.95747,1,0,2,19,75
1,40.68514,-73.95981,0,15,4,6,160
2,40.7723,-73.98764,0,7,5,5,269
1,40.72026,-73.961,1,0,10,5,60
1,40.68476,-73.92961,0,140,2,70,100
1,40.71901,-73.9571,1,85,1,69,100
2,40.72672,-73.98811,0,0,1,1,250
1,40.67078,-73.97948,0,0,5,1,105
3,40.76919,-73.9305,0,0,1,1,70
1,40.72683,-73.95905,0,3,4,4,105
1,40.69399,-73.97153,1,0,2,1,75
1,40.70034,-73.9284,1,25,7,70,75
3,40.77056,-73.90781,1,325,1,70,52
1,40.66799,-73.98244,1,248,1,70,49
1,40.70668,-73.92099,1,0,8,1,55
1,40.67984,-73.95044,0,189,11,8,120
2,40.75575,-73.99374,1,133,2,44,175
1,40.68639,-73.93263,0,229,3,8,80
1,40.71353,-73.96442,0,349,5,10,220
1,40.71469,-73.94097,1,0,3,14,101
2,40.80489,-73.95249,1,0,13,1,50
1,40.68145,-73.93132,0,43,28,2,73
1,40.71581,-73.95543,0,5,4,1,269
1,40.66799,-73.9539,0,6,12,2,110
2,40.7192,-73.99011,0,28,3,25,125
2,40.7967,-73.94913,1,0,3,2,75
1,40.71106,-73.95954,0,0,3,3,130
2,40.71935,-73.98442,1,0,5,1,69
1,40.68635,-73.91187,1,0,1,9,49
2,40.76123,-73.99022,0,252,1,70,185
1,40.71417,-73.93767,1,23,2,70,60
2,40.80275,-73.95117,0,0,20,1,125
1,40.66799,-73.99669,0,0,4,1,150
2,40.76008,-73.98946,1,0,1,3,175
2,40.76237,-73.96374,0,85,2,12,269
2,40.80489,-73.93882,0,89,3,11,130
1,40.66799,-73.9718,1,143,1,29,67
3,40.72417,-73.90781,1,349,1,15,65
0,40.80489,-73.90781,1,365,2,5,70
1,40.6725,-73.94788,0,28,4,46,130
1,40.7153,-73.93906,0,0,3,1,92
1,40.66799,-73.99669,1,130,1,21,51
1,40.66799,-73.99669,1,0,7,2,49
1,40.68772,-73.91386,2,0,1,1,49
1,40.69479,-73.96812,0,0,3,7,49
1,40.66799,-73.99669,1,140,1,7,55
1,40.70992,-73.95064,0,138,1,70,175
1,40.66799,-73.9286,1,269,1,15,49
1,40.68327,-73.94986,0,0,3,4,70
1,40.70509,-73.93471,0,0,2,6,150
1,40.72011,-73.95847,1,0,1,1,65
1,40.70719,-73.95412,1,156,1,12,140
2,40.72364,-73.99577,0,0,1,1,200
2,40.78951,-73.94605,0,282,28,5,195
2,40.71927,-73.99663,1,0,25,1,49
2,40.72591,-73.99669,0,6,2,9,225
2,40.77842,-73.95903,0,0,3,1,150
1,40.66799,-73.99669,1,0,5,3,49
1,40.66799,-73.99243,0,0,3,3,105
2,40.79957,-73.96902,1,0,2,1,150
1,40.67471,-73.98274,0,55,3,47,195
1,40.71958,-73.94796,0,0,6,8,225
1,40.71358,-73.95634,1,0,4,2,94
2,40.76615,-73.97118,0,0,4,1,220
1,40.66799,-73.90781,1,90,3,28,49
2,40.72566,-73.99669,0,4,2,7,187
1,40.69044,-73.90837,1,0,1,1,60
1,40.66799,-73.90781,1,90,3,29,49
1,40.68712,-73.96297,0,0,2,1,200
2,40.76309,-73.96439,2,0,2,1,89
2,40.80489,-73.947,1,365,2,5,97
1,40.67322,-73.91018,1,62,3,30,49
2,40.76145,-73.98912,1,0,4,1,147
1,40.69668,-73.91395,1,0,4,1,49
3,40.70225,-73.90781,1,0,1,2,49
1,40.71501,-73.95125,0,333,28,6,100
2,40.80489,-73.94506,0,210,2,1,120
1,40.67917,-73.93103,0,303,1,7,269
1,40.66799,-73.94819,0,0,3,41,100
2,40.80489,-73.9488,1,0,1,2,80
3,40.77416,-73.90781,0,365,5,13,83
1,40.72317,-73.94635,2,301,3,15,49
2,40.72336,-73.98079,0,211,28,9,133
1,40.70378,-73.94306,0,0,3,4,92
1,40.72477,-73.94465,2,274,2,16,49
2,40.72419,-73.98294,1,9,3,36,95
0,40.80489,-73.92478,1,0,1,1,73
2,40.75697,-73.97909,0,0,4,5,255
1,40.67271,-73.97663,0,31,5,1,200
2,40.80486,-73.94889,0,1,3,2,225
2,40.76521,-73.98507,0,0,4,1,269
2,40.74143,-73.99669,0,0,3,3,159
1,40.68109,-73.96904,0,0,3,47,195
2,40.72131,-73.99669,0,2,5,2,269
2,40.76173,-73.99325,0,268,28,4,130
1,40.69395,-73.95232,0,255,3,46,135
3,40.74543,-73.92399,0,2,3,35,100
1,40.66799,-73.95344,1,347,2,70,59
1,40.68882,-73.95194,1,364,3,2,150
1,40.66799,-73.952,1,334,2,70,65
1,40.71425,-73.96276,0,0,1,33,175
1,40.67831,-73.99324,0,8,4,18,269
3,40.74048,-73.9273,0,0,1,1,170
3,40.74223,-73.90781,1,95,1,4,50
1,40.6768,-73.93529,0,0,5,2,78
1,40.66799,-73.99629,1,0,2,7,49
2,40.73649,-73.99237,0,0,10,3,200
1,40.66799,-73.9587,0,28,1,42,80
1,40.66799,-73.99669,0,306,3,39,99
1,40.67329,-73.98311,0,0,3,2,125
2,40.74295,-73.97392,0,2,3,2,165
2,40.72833,-73.97926,0,12,6,6,159
0,40.80489,-73.90781,0,349,7,1,99
2,40.80489,-73.94559,1,0,3,1,50
1,40.67665,-73.96985,0,0,7,1,96
1,40.70782,-73.9403,1,0,2,1,65
2,40.74328,-73.99669,0,0,4,1,226
1,40.66799,-73.99669,1,305,2,30,65
2,40.76026,-73.98875,1,0,3,1,250
2,40.7548,-73.96966,0,105,2,70,193
1,40.72513,-73.94829,1,336,2,21,110
1,40.66821,-73.98834,0,0,3,1,245
2,40.76814,-73.98404,0,0,5,2,220
1,40.66799,-73.99669,1,236,2,15,70
1,40.68506,-73.94164,0,0,28,7,80
